@relation C:\Users\Mayumi\Dropbox\Faculdade\TCC\2014\Implementação\TCC\RGBsemFundo.arff
@attribute media_r real
@attribute media_g real
@attribute media_b real
@attribute media_cinza real
@attribute variancia_r real
@attribute variancia_g real
@attribute variancia_b real
@attribute variancia_cinza real
@attribute desvio_padrao_r real
@attribute desvio_padrao_g real
@attribute desvio_padrao_b real
@attribute desvio_padrao_cinza real
@attribute classes{1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0}
@data
38.0,12.0,13.0,21.0,38070.303933333336,44430.626386111115,43998.494244444446,41696.84231944445,195.11612935206904,210.78573572732836,209.7581803993457,204.19804680614467,15.0
25.0,27.0,35.0,29.0,34310.34798611111,33907.718908333336,32566.93336111111,33511.282788888886,185.230526604313,184.1404868798096,180.46310803350116,183.06087181287236,15.0
52.0,57.0,21.0,43.0,34004.052225,33534.34444444445,39821.44284722222,35225.86928888889,184.40187695628262,183.12385001535011,199.55310783654116,187.68555961737943,15.0
27.0,27.0,23.0,26.0,23101.890341666665,23070.9479,23769.231075,23224.365958333332,151.99306017600497,151.8912370744277,154.17273129512884,152.39542630385378,2.0
68.0,57.0,22.0,49.0,31968.02488611111,32733.219161111112,38426.903758333334,33405.084380555556,178.79604270260322,180.9232410750789,196.02781373655458,182.77057854194027,3.0
46.0,43.0,9.0,32.0,40926.24171111111,40977.07163888889,44652.12028888889,41109.68086944445,202.30235221349037,202.42794184323688,211.31048314953256,202.75522402504072,3.0
51.0,40.0,10.0,33.0,37685.8599,38750.956758333334,45473.977775,39886.267,194.1284623644869,196.85262700389177,213.24628431698406,199.71546509972632,3.0
13.0,6.0,5.0,8.0,52238.922730555554,54413.49378611111,54615.15135555556,53531.23991388889,228.55835738505726,233.267001065541,233.69884757002023,231.3681912318305,4.0
17.0,6.0,7.0,10.0,52903.877852777776,55899.20341388889,55429.14594166667,54446.760575,230.00842996024684,236.4301237446043,235.43395239783635,233.3382964174548,4.0
14.0,6.0,5.0,8.0,51714.94795833333,54410.596825,54576.64689444444,53516.142341666666,227.40920816522214,233.2607914438258,233.61645253372984,231.33556220708192,4.0
19.0,9.0,10.0,13.0,51237.79289722222,54089.03343333333,53578.14381944444,52639.36185555556,226.3576658680289,232.5704913210903,231.4695310822667,229.43269569866357,4.0
14.0,6.0,5.0,9.0,51714.541483333334,54409.87382777778,54575.26948333333,53075.36935555556,227.4083144551521,233.25924167710437,233.61350449692185,230.38092229079118,4.0
70.0,42.0,25.0,45.0,28887.14231111111,33091.184372222226,35807.6493,31963.222055555554,169.9621790608461,181.90982483698406,189.22909210795257,178.782611166622,5.0
59.0,22.0,13.0,31.0,31722.875827777778,38065.67880555556,40340.48637777778,35849.452025,178.10916828669372,195.10427674850072,200.84941219176565,189.33951522331517,5.0
112.0,73.0,31.0,72.0,19016.35713888889,20852.83511111111,26630.34236111111,20743.293880555557,137.8998083352145,144.4051076351218,163.18805826748203,144.02532374744226,5.0
127.0,81.0,10.0,72.0,14688.880827777777,16749.839280555556,27189.097933333334,17451.275908333333,121.19769316194834,129.4211701405746,164.89116996774973,132.10327743221714,7.0
139.0,82.0,12.0,78.0,11041.244055555555,13903.931169444444,23216.631341666667,13972.329202777777,105.07732417394134,117.91493191892384,152.37004739011755,118.20460736696255,7.0
62.0,54.0,20.0,45.0,25664.48397222222,26586.127958333334,33253.32885,28086.50143611111,160.20138567510025,163.0525312846548,182.35495290778366,167.59027846540238,6.0
48.0,31.0,12.0,30.0,37857.865661111115,39358.220855555555,44044.04968611111,39646.52330555556,194.57097846572884,198.3890643547561,209.8667426871421,199.11434731218029,10.0
69.0,47.0,21.0,46.0,29021.681844444443,31142.37436388889,36747.855891666666,31217.589041666666,170.35751185211777,176.47202147617872,191.69730277619107,176.6849994811859,10.0
88.0,57.0,10.0,52.0,25881.129405555555,27955.876877777777,37413.01114722222,28443.829930555556,160.87613062712427,167.20011028039957,193.42443265322564,168.6529867229026,10.0
96.0,50.0,16.0,54.0,19210.54167222222,24698.272675,30474.82222222222,23203.71655,138.60209836875566,157.15684100604722,174.570393315196,152.3276618017883,10.0
47.0,56.0,28.0,43.0,24972.848355555554,23400.154613888888,28092.529347222222,25443.60446388889,158.02799864440337,152.9710907782542,167.60826157210218,159.51051521416665,11.0
57.0,75.0,36.0,56.0,18658.077308333333,16414.740155555555,21668.419641666667,18589.434791666667,136.59457276309823,128.1200224615792,147.2019688783634,136.34307753482267,11.0
92.0,105.0,51.0,82.0,15482.663966666667,14242.851119444444,19899.933158333333,16138.761344444445,124.42935331611535,119.34341674111917,141.06712288245384,127.0384246771206,11.0
24.0,24.0,5.0,18.0,44469.78605277778,44266.41572222222,49592.21509722222,45555.67029444445,210.87860501430148,210.39585481235656,222.6930962046696,213.4377433689844,1.0
27.0,27.0,16.0,23.0,43286.135683333334,43016.04998611111,45649.736483333334,43931.52677222222,208.0532039727659,207.40310987569862,213.657989514395,209.59848943210974,1.0
23.0,20.0,12.0,18.0,46003.13243611111,46593.99395833333,48550.72376944444,46977.99171944444,214.48340830029514,215.85641977558447,220.34228774668844,216.74406962923908,1.0
18.0,25.0,13.0,19.0,41342.933890541346,39474.71944675788,42885.32475312314,41030.711326591314,203.32961882259394,198.68245883005847,207.08772236210223,202.56038933264153,2.0
39.0,48.0,31.0,39.0,29892.342419444445,28117.69363888889,31663.146894444446,29878.737697222223,172.89402077412754,167.68331353742056,177.94141421952463,172.85467218800372,2.0
51.0,40.0,10.0,34.0,37678.31428333333,38745.08965555556,45463.55636944444,39493.726177777775,194.10902679508064,196.83772416779146,213.22184777701474,198.73028500401688,3.0
68.0,58.0,23.0,50.0,31962.95969722222,32378.090844444443,38072.66971666666,33050.16323611111,178.78187742951528,179.9391309427842,195.12219175856615,181.79703857904593,3.0
19.0,8.0,9.0,12.0,52118.314325,55155.67817222222,54700.433866666666,53697.29095555555,228.29435894257222,234.85246043467848,233.8812388086455,231.7267592565769,4.0
14.0,6.0,5.0,8.0,51796.640102777776,54412.614197222225,54613.48048888889,53530.37559166666,227.5887521446914,233.26511568861346,233.69527271403862,231.366323374139,4.0
20.0,11.0,11.0,14.0,50871.85648611111,53315.92268888889,53292.7536,52318.42015277778,225.547902863474,230.90240944799362,230.85223325755373,228.7322018273286,4.0
81.0,41.0,36.0,52.0,22790.307044444446,28095.25143611111,28980.41293611111,26217.429444444446,150.96458871021522,167.61638176536061,170.23634434547492,161.91797134488945,9.0
94.0,36.0,39.0,56.0,16503.178661111113,23969.420908333334,23331.34238611111,20619.400166666666,128.46469811240408,154.82060879719253,152.7460061216368,143.59456872272943,9.0
48.0,31.0,13.0,31.0,37848.32393888889,39354.17215,43664.55946111111,39263.50468611111,194.54645701962525,198.3788601388767,208.96066486568975,198.15020738346732,10.0
55.0,29.0,18.0,34.0,35483.2834,38236.44676944445,40655.365280555554,37235.320397222225,188.3700703402746,195.54141957509782,201.63175662716316,192.96455736021116,10.0
28.0,35.0,21.0,28.0,35243.35741111111,33633.26954166667,36816.25585,35109.46444722222,187.73214272231357,183.3937554598484,191.8756259924642,187.37519699048278,11.0
74.0,77.0,51.0,67.0,15902.256316666666,15535.530791666666,18617.390008333332,16541.890819444445,126.10414868935386,124.6416093913532,136.44555693877808,128.61528221577888,11.0
69.0,26.0,18.0,38.0,25327.390416666665,32503.35613611111,34203.907313888885,29492.317147222224,159.14581495178146,180.28687177970312,184.9429839542146,171.73327326765255,13.0
56.0,15.0,11.0,27.0,32786.236422222224,41079.581808333336,41925.533630555554,37460.26838055556,181.06970045322942,202.68098531518277,204.75725537952385,193.5465535228038,13.0
79.0,34.0,29.0,47.0,21212.731916666668,27761.810319444445,28295.234455555557,24929.361502777778,145.64591280453655,166.61875740577483,168.21187370562032,157.8903464521431,13.0
24.0,32.0,14.0,24.0,42678.709533333335,40812.54197777778,45398.00838888889,42504.47666666667,206.58826087978312,202.02114240291232,213.0680839283277,206.16613850646442,2.0
23.0,15.0,15.0,18.0,33963.152144444444,36035.69095833333,36078.776247222224,35215.59653333333,184.2909442822529,189.8306902435255,189.94413980752927,187.65819069076983,2.0
26.0,31.0,18.0,25.0,36850.8493,35734.205175,39066.712825,37106.0484,191.96575033062538,189.03493109740327,197.65301117109246,192.62930306679718,2.0
54.0,42.0,7.0,35.0,38138.04857777778,38505.476425,45196.083125,38872.11696111111,195.28965302283115,196.22812343035847,212.59370433999214,197.16013025231828,3.0
86.0,72.0,19.0,59.0,26034.916636111113,26215.817033333333,33333.229425,26942.478744444445,161.353390531811,161.91299216966294,182.5739012701432,164.14164232285617,3.0
26.0,21.0,5.0,17.0,50373.04015277778,50939.8485,55123.88479444444,51641.37706944445,224.43939082250643,225.69857886127684,234.78476269648428,227.24739177698928,3.0
28.0,23.0,9.0,20.0,48642.40775,49470.68291944444,52975.27330277778,49933.93593611111,220.55023860789632,222.42005961568404,230.16357944465884,223.45902518383792,3.0
27.0,24.0,12.0,21.0,44028.832083333335,44047.779683333334,47259.464325,44767.67658888889,209.83048416122318,209.87562908382986,217.39242011854967,211.58373422569346,1.0
48.0,39.0,20.0,36.0,37939.89846111111,37110.42621388889,40392.74469166667,37337.058025,194.78166869885655,192.64066604403362,200.97946335799253,193.2279949308588,1.0
28.0,13.0,13.0,18.0,43569.2706,47493.72510555555,47477.400741666665,45930.79034166667,208.73253364054202,217.93055110643746,217.89309475443838,214.31469931310514,15.0
49.0,51.0,24.0,42.0,36683.18700277778,36496.068877777776,41239.74560277778,37396.53023333333,191.52855401421945,191.03944325132906,203.0757139659437,193.3818249819081,15.0
39.0,26.0,18.0,27.0,30359.933041666667,33751.62514722222,34968.483941666665,32964.894130555556,174.24101997424907,183.7161537459954,186.99862015979332,181.56236980871216,15.0
44.0,67.0,29.0,46.0,28790.826691666665,25512.522408333334,31617.789627777776,28405.03311111111,169.6785982134066,159.7263985956402,177.8139185434531,168.5379278118463,8.0
43.0,60.0,26.0,43.0,26881.841994444443,24038.62883611111,30459.839841666668,26794.073294444446,163.9568296669719,155.04395775428048,174.52747589324343,163.6889528784531,8.0
59.0,78.0,29.0,55.0,16369.043716666667,14113.545527777778,20323.520808333335,16651.768566666666,127.94156367915262,118.80044413964865,142.5605864477743,129.0417318802978,8.0
35.0,45.0,22.0,34.0,30585.65095833333,28778.31481111111,33420.314155555556,30749.888675,174.88753803039634,169.64172485302993,182.81223743380954,175.35646174293092,8.0
42.0,36.0,14.0,30.0,41668.577841666665,42317.14910833333,47083.936827777776,43357.686677777776,204.12882658181002,205.71132469636507,216.9883333909401,208.22508657166594,14.0
87.0,71.0,3.0,53.0,27592.69905733471,26736.046681301654,33998.504729467975,26554.528618930784,166.11050254976266,163.51161023395755,184.38683447976425,162.95560321428283,12.0
106.0,89.0,26.0,74.0,19673.797688888888,20608.062927777777,29755.611955555556,21723.844333333334,140.26331554932275,143.55508673599059,172.4981505858992,147.39010934704314,12.0
128.0,107.0,23.0,86.0,10414.345677777777,11665.509955555555,19998.399313888887,12517.57946388889,102.05070150556426,108.00699030875528,141.41569684405223,111.88198900577737,12.0
52.0,56.0,24.0,44.0,35469.959647222226,35273.866022222224,40298.147447222225,36396.636183333336,188.33470112335175,187.81338083912505,200.74398483447075,190.77902448469888,14.0
72.0,70.0,38.0,60.0,27626.35591875,27865.16534375,33907.5535375,29162.16709375,166.21178032483138,166.92862350043507,184.14003784484242,170.7693388572726,14.0
48.0,47.0,17.0,37.0,38759.84760277778,38769.88788888889,44353.58739444445,40029.18084166667,196.8752081974208,196.90070565868697,210.60291402173058,200.07293880399385,14.0
70.0,44.0,32.0,49.0,26401.13033888889,30279.695305555557,32409.171066666666,29113.670558333335,162.4842464329662,174.01061837013154,180.025473382704,170.62728550361848,9.0
113.0,64.0,47.0,74.0,13287.475791666666,18089.307044444446,20001.013122222223,16489.1013,115.27131382814488,134.49649454333166,141.42493811991653,128.40989564671406,9.0
75.0,32.0,31.0,46.0,19255.44226388889,26422.751394444444,26020.56289166667,23197.958375,138.7639804267984,162.55076559168967,161.3089051840185,152.30876000742703,9.0
75.0,35.0,29.0,46.0,21467.140719444444,27302.248469444443,28391.63181111111,25239.40671388889,146.51669092442827,165.23392045655893,168.49816560162046,158.8691496606213,9.0
60.0,60.0,33.0,51.0,27323.78265,27615.999655555555,32197.81823888889,28681.809791666667,165.29907032406445,166.1806235863723,179.4375051066217,169.35704824915516,10.0
78.0,40.0,23.0,47.0,22637.35598611111,27933.116597222222,31371.85193333333,26440.966105555555,150.45715664637262,167.132033426337,177.12100929402285,162.60678370091316,10.0
97.0,51.0,17.0,55.0,18944.155122222222,24432.3575,30207.70266388889,22937.96616111111,137.63776779003,156.30853303642766,173.80363248185836,151.4528512808891,10.0
68.0,24.0,19.0,37.0,24343.60538888889,31776.593755555554,32464.04580277778,28099.658152777778,156.02437434224464,178.25990506997235,180.17781717730344,167.62952649452237,13.0
67.0,29.0,19.0,38.0,28364.184636111113,34569.58071111111,36573.509930555556,31970.733477777776,168.41669939798462,185.92896684247754,191.24201925977343,178.80361707129353,13.0
68.0,55.0,23.0,48.0,33117.476230555556,33683.11474722222,38099.27357777778,34169.81208888889,181.9820766739284,183.5296018282125,195.19035216367067,184.85078330612745,3.0
27.0,22.0,5.0,18.0,49920.30216944445,50487.86310277778,55113.67706111111,51187.67865833333,223.4285169118849,224.69504467784282,234.7630231980989,226.24694176570284,3.0
87.0,72.0,20.0,60.0,25707.130019444445,26211.146875,33014.508558333335,26621.400944444445,160.33443179630646,161.89856971264447,181.6989503501144,163.1606599166737,3.0
56.0,43.0,8.0,36.0,37354.133675,38116.393119444445,44809.67787222222,38483.63441111111,193.27217511840652,195.2342006909764,211.68296547483982,196.1724608886556,3.0
20.0,9.0,10.0,13.0,49531.01335277778,52608.90912222222,52187.77243611111,51242.79740833333,222.55564102663806,229.36632081066787,228.44643231206547,226.36872003069092,4.0
19.0,7.0,7.0,11.0,52373.53480555556,55489.31558055556,55506.107033333334,54115.20509444444,228.85264867498378,235.56170227894762,235.59734088765376,232.62675059941932,4.0
86.0,59.0,27.0,57.0,27952.664405555555,26970.219005555555,30064.37546666667,26984.321,167.19050333543336,164.22612156887695,173.39081713477987,164.26905064557963,5.0
60.0,23.0,14.0,32.0,31374.7634,37714.36623888889,39985.859327777776,35497.085488888886,177.1292279664765,194.20186981306048,199.96464519453878,188.4067023459858,5.0
76.0,55.0,14.0,48.0,28625.670308333334,27281.762319444446,33905.78375833333,28028.96392777778,169.1912240878153,165.17191746614932,184.1352322569837,167.41852922474794,7.0
69.0,52.0,8.0,43.0,31059.88625277778,29663.50028888889,37665.41407222222,30839.97695277778,176.23815209192867,172.23095043832538,194.0757946582268,175.6131457288371,7.0
44.0,32.0,17.0,31.0,36502.181744444446,38594.83090277778,42121.252880555556,38693.50066111111,191.05544154628112,196.45567159738042,205.23462885330915,196.70663603730077,6.0
42.0,45.0,17.0,35.0,40265.036880555555,39956.450991666665,44902.45978055555,40946.79095555555,200.6614982515469,199.89109782996007,211.90200513575977,202.35313428646356,14.0
52.0,57.0,8.0,39.0,32704.226838888888,32244.300005555557,42926.29607222222,34762.504325,180.84310005883245,179.56697916252742,207.18662136398243,186.44705501830808,14.0
