@relation C:\Users\Mayumi\Dropbox\Faculdade\TCC\2014\Implementação\TCC\RGBcomFundo.arff
@attribute media_r real
@attribute media_g real
@attribute media_b real
@attribute media_cinza real
@attribute variancia_r real
@attribute variancia_g real
@attribute variancia_b real
@attribute variancia_cinza real
@attribute desvio_padrao_r real
@attribute desvio_padrao_g real
@attribute desvio_padrao_b real
@attribute desvio_padrao_cinza real
@attribute classes{1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0}
@data
244.0,189.0,148.0,194.0,213.01975,4842.757683333333,9982.837127777777,3551.3640055555557,14.595196127493457,69.58992515683096,99.91414878673478,59.593321820113,10.0
185.0,191.0,148.0,175.0,6531.018016666667,5415.913736111111,13613.361644444445,8038.553513888889,80.81471410991112,73.59289188577326,116.676311410862,89.65798075960048,11.0
193.0,200.0,186.0,193.0,7853.491455555555,6289.960563888889,9437.098825,7777.558061111111,88.61992696654379,79.30927161365743,97.14473132908444,88.19046468361027,11.0
198.0,216.0,176.0,197.0,6605.9975138888885,3363.1793555555555,11263.155447222221,6523.386213888889,81.27728781085703,57.99292504741898,106.12801443173345,80.76748240405225,11.0
226.0,200.0,201.0,209.0,2552.736066666667,8823.151697222222,8560.001266666666,6212.050163888889,50.524608525615186,93.93163310207176,92.5202748951097,78.81656021350392,15.0
181.0,183.0,192.0,185.0,9860.217519444444,9426.046975,7891.478861111111,9015.41398888889,99.29862798369595,97.08783124058338,88.83399608883477,94.94953390559056,15.0
232.0,237.0,201.0,223.0,1492.095225,1029.5364444444444,7225.937847222222,2605.761288888889,38.62764845288928,32.0863903305505,85.00551656935109,51.04665796003582,15.0
136.0,136.0,132.0,135.0,11045.611680555556,11074.654966666667,11747.695558333333,11314.052830555556,105.09810502837601,105.23618658363988,108.38678682539368,106.36753654454706,2.0
245.0,234.0,198.0,225.0,532.4994027777777,1267.6616944444445,7329.705269444445,2112.132825,23.075948578071017,35.604237029382396,85.61369790777901,45.957946266124644,3.0
246.0,243.0,199.0,229.0,531.4906,779.2983055555555,8342.586177777777,1941.2467083333333,23.05407989922825,27.9159149152514,91.33775877356405,44.05958134541604,3.0
243.0,232.0,201.0,225.0,569.5633666666666,1665.9615583333334,8736.811758333333,2685.8446,23.86552674186486,40.81619235466892,93.47091396971217,51.825134828575216,3.0
234.0,226.0,225.0,228.0,3216.2398583333334,5745.249008333333,5940.178244444444,4765.598691666667,56.71190226339911,75.79742085541785,77.07255182258106,69.03331580959056,4.0
244.0,233.0,233.0,237.0,1239.213825,4292.025875,3976.9049083333334,2889.285947222222,35.20246901852198,65.51355489515127,63.06270616087874,53.75207853862232,4.0
233.0,226.0,225.0,228.0,3398.154475,5811.8744916666665,5993.636227777778,4891.042008333333,58.29369155406098,76.23565105425851,77.41857805318939,69.93598507444743,4.0
242.0,233.0,233.0,236.0,1217.4991472222223,3900.0364555555557,3562.0276027777777,2732.7076666666667,34.89268042472837,62.45027186134225,59.682724491914556,52.275306471284,4.0
233.0,226.0,225.0,228.0,3397.0192166666666,5810.927827777778,5992.0339277777775,4889.818922222222,58.28395333766119,76.22944200096035,77.40822907015621,69.92724020167121,4.0
237.0,208.0,190.0,212.0,928.0338555555555,5236.578038888889,8326.330966666666,4015.675566666667,30.463648099916654,72.36420412668745,91.2487313153814,63.36935826301752,5.0
232.0,195.0,186.0,204.0,1516.8163277777778,8047.337761111111,10375.906044444444,5710.486730555555,38.94632624237847,89.7069549205139,101.86219143747323,75.56776250859592,5.0
249.0,208.0,162.0,206.0,75.82248333333334,2470.734111111111,9279.629616666667,2570.5660027777776,8.707610655819042,49.70647956867506,96.3308341948032,50.70074952875724,5.0
247.0,199.0,124.0,190.0,151.25949444444444,2810.6008916666665,14146.269266666666,3506.4338305555557,12.298759874249292,53.01510060036354,118.93809005809142,59.21514865771727,7.0
242.0,183.0,110.0,178.0,308.2023,3591.9877194444443,13494.056241666667,3831.6219805555556,17.55569138484725,59.93319380313754,116.16391970688088,61.90009677339411,7.0
211.0,203.0,169.0,194.0,3313.7936055555556,4355.459575,10844.862905555556,5699.624763888889,57.56555919606406,65.99590574422022,104.13867151810395,75.49585924995417,6.0
238.0,219.0,199.0,218.0,1568.051438888889,3968.699788888889,9062.355502777778,4005.4310833333334,39.59862925517611,62.99761732707745,95.19640488368128,63.288475122516054,10.0
235.0,213.0,187.0,212.0,1162.8462,3445.5224416666665,9159.741347222222,3653.8580527777776,34.10053078765784,58.69857273960472,95.70653764096903,60.4471509070343,10.0
248.0,216.0,167.0,210.0,162.14985,2586.863311111111,12651.181352777778,3309.957986111111,12.733807364649428,50.86121617805763,112.47747042309308,57.53223432225722,10.0
229.0,182.0,147.0,186.0,1462.7497611111112,7193.586208333333,13083.789133333334,5699.802283333333,38.24591169146202,84.8150116921134,114.38439200054059,75.49703493073972,10.0
180.0,189.0,160.0,176.0,7180.368444444444,5635.314319444445,10458.672080555556,7578.950625,84.7370547307637,75.06873063695991,102.26764923745708,87.05716871688396,11.0
162.0,180.0,141.0,161.0,7553.501891666667,5274.482822222222,10591.025225,7524.460708333333,86.91088477093457,72.62563474574402,102.91270681990635,86.7436493833026,11.0
198.0,211.0,156.0,188.0,4052.6863222222223,2962.1774194444442,8786.787408333334,4765.406544444444,63.66071254881006,54.4258892388948,93.73786539245138,69.03192409635156,11.0
224.0,224.0,205.0,218.0,4245.844941666666,3867.5979444444442,9233.99398611111,5393.674738888889,65.1601484165488,62.19001482910616,96.09367297648222,73.44164172245122,1.0
224.0,224.0,213.0,220.0,4106.202194444444,3953.9629916666668,6626.558083333333,4744.950005555555,64.07965507432483,62.88054541483134,81.40367364765139,68.88359750735697,1.0
228.0,225.0,217.0,223.0,3962.986352777778,4288.258986111111,6305.864686111111,4673.151913888889,62.95225454880689,65.48479965695178,79.40947478803213,68.3604557759008,1.0
201.0,208.0,196.0,201.0,7749.200410469958,5911.533140987507,9142.321624033313,7554.460666270077,88.02954282779139,76.8864951795015,95.61548841078684,86.91640044473814,2.0
189.0,198.0,182.0,190.0,7124.441586111111,5397.478638888889,8763.241894444445,7023.596647222223,84.40640725745357,73.46753459106198,93.61218881344696,83.80690095226181,2.0
243.0,232.0,201.0,225.0,569.37135,1665.5077888888889,8735.182719444445,2685.2036222222223,23.86150351507633,40.8106332821348,93.46219941476043,51.81895041606133,3.0
245.0,234.0,198.0,225.0,532.8130472222222,1267.6366222222223,7328.026105555556,2112.2855972222223,23.082743494269092,35.60388493159451,85.60389071505779,45.959608323202914,3.0
244.0,233.0,234.0,237.0,1197.568075,4227.185672222222,3879.4913666666666,2823.9359555555557,34.60589653512823,65.01681068940727,62.28556306775003,53.140718432813415,4.0
234.0,226.0,225.0,228.0,3215.4859916666665,5744.684752777778,5939.152711111111,4764.7954805555555,56.70525541487902,75.7936986350302,77.06589849674829,69.02749800301004,4.0
